txn_id,from_account,from_name,to_account,to_name,amount_inr,timestamp,type,flag
T00245,XXXX7691,Chandran Achari,XXXX9017,Anand Shetty,7500,2026-08-07 19:00,NEFT,
T00246,XXXX7691,Chandran Achari,XXXX7951,Jagan Pillai,1200,2026-08-08 13:00,IMPS,
T00247,XXXX7691,Chandran Achari,XXXX7951,Jagan Pillai,2500,2026-08-10 12:00,IMPS,
T00248,XXXX7691,Chandran Achari,XXXX9017,Anand Shetty,4000,2026-08-12 17:00,IMPS,
T00249,XXXX9977,Kumar Mohan,XXXX2524,Ravi Iyer,10000,2026-08-01 20:00,UPI,
T00250,XXXX9977,Kumar Mohan,XXXX4269,Selvam Kumar,7500,2026-08-04 16:00,IMPS,
T00251,XXXX9977,Kumar Mohan,XXXX4269,Selvam Kumar,7500,2026-08-05 09:00,IMPS,
T00252,XXXX9977,Kumar Mohan,XXXX4269,Selvam Kumar,7500,2026-08-06 11:00,UPI,
T00253,XXXX9977,Kumar Mohan,XXXX2524,Ravi Iyer,4000,2026-08-11 12:00,UPI,
T00254,XXXX9977,Kumar Mohan,XXXX2524,Ravi Iyer,1200,2026-08-13 12:00,IMPS,
T00255,XXXX3780,Arun Verma,XXXX1797,Pandi Ramaswamy,4000,2026-08-01 10:00,UPI,
T00256,XXXX3780,Arun Verma,XXXX1797,Pandi Ramaswamy,2500,2026-08-03 12:00,NEFT,
T00257,XXXX3780,Arun Verma,XXXX7135,Gopal Natarajan,10000,2026-08-06 12:00,UPI,
T00258,XXXX3780,Arun Verma,XXXX1797,Pandi Ramaswamy,500,2026-08-07 09:00,UPI,
T00259,XXXX3780,Arun Verma,XXXX1797,Pandi Ramaswamy,7500,2026-08-09 20:00,NEFT,
T00260,XXXX3780,Arun Verma,XXXX1797,Pandi Ramaswamy,10000,2026-08-11 17:00,IMPS,
T00261,XXXX3780,Arun Verma,XXXX1797,Pandi Ramaswamy,10000,2026-08-13 18:00,NEFT,
T00262,XXXX3780,Arun Verma,XXXX1797,Pandi Ramaswamy,10000,2026-08-14 10:00,NEFT,
T00263,XXXX1757,Lokesh Iyer,XXXX9335,Omkar Subramaniam,1200,2026-08-01 15:00,UPI,
T00264,XXXX1757,Lokesh Iyer,XXXX2674,Omkar Sundaram,2500,2026-08-03 12:00,IMPS,
T00265,XXXX1757,Lokesh Iyer,XXXX2674,Omkar Sundaram,10000,2026-08-04 14:00,UPI,
T00266,XXXX1757,Lokesh Iyer,XXXX2259,Karthik Menon,2500,2026-08-08 13:00,UPI,
T00267,XXXX1757,Lokesh Iyer,XXXX9335,Omkar Subramaniam,7500,2026-08-09 11:00,IMPS,
T00268,XXXX1757,Lokesh Iyer,XXXX7252,Vijay Patel,1200,2026-08-13 15:00,NEFT,
T00269,XXXX1757,Lokesh Iyer,XXXX2674,Omkar Sundaram,500,2026-08-14 10:00,NEFT,
T00270,XXXX1090,Anand Raj,XXXX4833,Ashok Nair,500,2026-08-01 16:00,IMPS,
T00271,XXXX1090,Anand Raj,XXXX4833,Ashok Nair,10000,2026-08-02 19:00,UPI,
T00272,XXXX1090,Anand Raj,XXXX4833,Ashok Nair,2500,2026-08-03 15:00,UPI,
T00273,XXXX1090,Anand Raj,XXXX4833,Ashok Nair,10000,2026-08-05 15:00,NEFT,
T00274,XXXX1090,Anand Raj,XXXX4833,Ashok Nair,10000,2026-08-07 17:00,NEFT,
T00275,XXXX1090,Anand Raj,XXXX4833,Ashok Nair,10000,2026-08-12 20:00,IMPS,
T00276,XXXX1090,Anand Raj,XXXX4833,Ashok Nair,500,2026-08-14 19:00,UPI,
T00277,XXXX1090,Anand Raj,XXXX5886,Unknown / Unlinked,750000,2026-08-06 22:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00278,XXXX1090,Anand Raj,XXXX5886,Unknown / Unlinked,750000,2026-08-06 21:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00279,XXXX1090,Anand Raj,XXXX5886,Unknown / Unlinked,750000,2026-08-06 21:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00280,XXXX3184,Sabari Gowda,XXXX7065,Omkar Iyer,4000,2026-08-02 10:00,NEFT,
T00281,XXXX3184,Sabari Gowda,XXXX2524,Ravi Iyer,4000,2026-08-03 18:00,IMPS,
T00282,XXXX3184,Sabari Gowda,XXXX1090,Anand Raj,500,2026-08-04 19:00,IMPS,
T00283,XXXX3184,Sabari Gowda,XXXX2524,Ravi Iyer,2500,2026-08-08 13:00,NEFT,
T00284,XXXX3184,Sabari Gowda,XXXX2524,Ravi Iyer,4000,2026-08-10 18:00,NEFT,
T00285,XXXX3184,Sabari Gowda,XXXX1090,Anand Raj,7500,2026-08-12 19:00,NEFT,
T00286,XXXX3184,Sabari Gowda,XXXX1726,Vikram Pandian,1200,2026-08-13 12:00,NEFT,
T00287,XXXX3184,Sabari Gowda,XXXX7065,Omkar Iyer,7500,2026-08-14 20:00,IMPS,
T00288,XXXX8777,Kannan Velu,XXXX6813,Anand Ramaswamy,10000,2026-08-01 20:00,IMPS,
T00289,XXXX8777,Kannan Velu,XXXX6813,Anand Ramaswamy,1200,2026-08-02 13:00,IMPS,
T00290,XXXX8777,Kannan Velu,XXXX6813,Anand Ramaswamy,1200,2026-08-05 17:00,UPI,
T00291,XXXX8777,Kannan Velu,XXXX6813,Anand Ramaswamy,10000,2026-08-06 18:00,IMPS,
T00292,XXXX8777,Kannan Velu,XXXX3815,Karthik Gowda,500,2026-08-07 18:00,NEFT,
T00293,XXXX8777,Kannan Velu,XXXX6813,Anand Ramaswamy,500,2026-08-11 16:00,NEFT,
T00294,XXXX6502,Siva Pillai,XXXX9702,Siva Nair,10000,2026-08-04 10:00,NEFT,
T00295,XXXX6502,Siva Pillai,XXXX2899,Naveen Gupta,10000,2026-08-08 15:00,UPI,
T00296,XXXX6502,Siva Pillai,XXXX5982,Madhavan Murthy,1200,2026-08-09 19:00,UPI,
T00297,XXXX6502,Siva Pillai,XXXX9702,Siva Nair,10000,2026-08-11 13:00,IMPS,
T00298,XXXX6502,Siva Pillai,XXXX5982,Madhavan Murthy,1200,2026-08-12 15:00,IMPS,
T00299,XXXX6421,Kumar Shetty,XXXX7065,Omkar Iyer,500,2026-08-02 17:00,NEFT,
T00300,XXXX6421,Kumar Shetty,XXXX1027,Pandi Sundaram,7500,2026-08-04 14:00,NEFT,
T00301,XXXX6421,Kumar Shetty,XXXX3780,Arun Verma,1200,2026-08-05 12:00,NEFT,
T00302,XXXX6421,Kumar Shetty,XXXX1027,Pandi Sundaram,1200,2026-08-07 14:00,IMPS,
T00303,XXXX6421,Kumar Shetty,XXXX7065,Omkar Iyer,500,2026-08-08 16:00,NEFT,
T00304,XXXX6421,Kumar Shetty,XXXX3780,Arun Verma,1200,2026-08-09 12:00,NEFT,
T00305,XXXX6421,Kumar Shetty,XXXX7065,Omkar Iyer,10000,2026-08-10 17:00,IMPS,
T00306,XXXX6421,Kumar Shetty,XXXX3780,Arun Verma,10000,2026-08-11 17:00,NEFT,
T00307,XXXX6421,Kumar Shetty,XXXX7065,Omkar Iyer,7500,2026-08-12 20:00,UPI,
T00308,XXXX6421,Kumar Shetty,XXXX1027,Pandi Sundaram,7500,2026-08-13 18:00,IMPS,
T00309,XXXX6763,Devan Subramaniam,XXXX7224,Sathish Menon,1200,2026-08-03 19:00,NEFT,
T00310,XXXX6763,Devan Subramaniam,XXXX5706,Manoj Krishnan,7500,2026-08-04 13:00,IMPS,
T00311,XXXX6763,Devan Subramaniam,XXXX5706,Manoj Krishnan,2500,2026-08-05 10:00,UPI,
T00312,XXXX6763,Devan Subramaniam,XXXX6374,Sathish Chandran,500,2026-08-07 14:00,UPI,
T00313,XXXX6763,Devan Subramaniam,XXXX7224,Sathish Menon,500,2026-08-10 16:00,UPI,
T00314,XXXX6763,Devan Subramaniam,XXXX5706,Manoj Krishnan,7500,2026-08-11 13:00,UPI,
T00315,XXXX6763,Devan Subramaniam,XXXX5706,Manoj Krishnan,10000,2026-08-12 19:00,NEFT,
T00316,XXXX1475,Senthil Ramaswamy,XXXX9813,Eswar Raj,1200,2026-08-02 10:00,IMPS,
T00317,XXXX1475,Senthil Ramaswamy,XXXX9813,Eswar Raj,500,2026-08-03 15:00,NEFT,
T00318,XXXX1475,Senthil Ramaswamy,XXXX9813,Eswar Raj,500,2026-08-04 10:00,NEFT,
T00319,XXXX1475,Senthil Ramaswamy,XXXX9813,Eswar Raj,10000,2026-08-05 19:00,UPI,
T00320,XXXX1475,Senthil Ramaswamy,XXXX9813,Eswar Raj,1200,2026-08-08 15:00,IMPS,
T00321,XXXX1475,Senthil Ramaswamy,XXXX9813,Eswar Raj,10000,2026-08-10 16:00,NEFT,
T00322,XXXX1475,Senthil Ramaswamy,XXXX3007,Kumar Gowda,1200,2026-08-11 17:00,UPI,
T00323,XXXX1475,Senthil Ramaswamy,XXXX3007,Kumar Gowda,500,2026-08-12 16:00,IMPS,
T00324,XXXX1475,Senthil Ramaswamy,XXXX3007,Kumar Gowda,500,2026-08-13 18:00,IMPS,
T00325,XXXX8022,Elango Gupta,XXXX2674,Omkar Sundaram,500,2026-08-02 12:00,NEFT,
T00326,XXXX8022,Elango Gupta,XXXX7284,Raja Murthy,7500,2026-08-05 19:00,UPI,
T00327,XXXX8022,Elango Gupta,XXXX4269,Selvam Kumar,2500,2026-08-06 12:00,NEFT,
T00328,XXXX8022,Elango Gupta,XXXX7284,Raja Murthy,2500,2026-08-07 15:00,IMPS,
T00329,XXXX8022,Elango Gupta,XXXX4269,Selvam Kumar,500,2026-08-09 17:00,UPI,
T00330,XXXX8022,Elango Gupta,XXXX2674,Omkar Sundaram,2500,2026-08-11 18:00,UPI,
T00331,XXXX8022,Elango Gupta,XXXX4269,Selvam Kumar,2500,2026-08-12 14:00,UPI,
T00332,XXXX8022,Elango Gupta,XXXX4269,Selvam Kumar,10000,2026-08-13 17:00,NEFT,
T00333,XXXX5558,Ravi Gowda,XXXX3198,Prakash Achari,1200,2026-08-03 19:00,IMPS,
T00334,XXXX5558,Ravi Gowda,XXXX3198,Prakash Achari,2500,2026-08-04 10:00,NEFT,
T00335,XXXX5558,Ravi Gowda,XXXX3198,Prakash Achari,500,2026-08-05 19:00,NEFT,
T00336,XXXX5558,Ravi Gowda,XXXX9116,Kumar Verma,1200,2026-08-06 11:00,UPI,
T00337,XXXX5558,Ravi Gowda,XXXX9116,Kumar Verma,500,2026-08-10 12:00,UPI,
T00338,XXXX5558,Ravi Gowda,XXXX3198,Prakash Achari,10000,2026-08-14 12:00,NEFT,
T00339,XXXX1508,Sabari Venkatesh,XXXX2122,Suresh Balakrishnan,2500,2026-08-04 12:00,UPI,
T00340,XXXX1508,Sabari Venkatesh,XXXX2122,Suresh Balakrishnan,7500,2026-08-05 20:00,IMPS,
T00341,XXXX1508,Sabari Venkatesh,XXXX2122,Suresh Balakrishnan,7500,2026-08-14 19:00,UPI,
T00342,XXXX7043,Anand Rao,XXXX1797,Pandi Ramaswamy,1200,2026-08-04 15:00,NEFT,
T00343,XXXX7043,Anand Rao,XXXX4144,Pandi Pillai,1200,2026-08-05 13:00,UPI,
T00344,XXXX7043,Anand Rao,XXXX6916,Dinesh Verma,4000,2026-08-06 13:00,UPI,
T00345,XXXX7043,Anand Rao,XXXX6916,Dinesh Verma,2500,2026-08-10 11:00,NEFT,
T00346,XXXX7043,Anand Rao,XXXX4144,Pandi Pillai,2500,2026-08-11 19:00,UPI,
T00347,XXXX7043,Anand Rao,XXXX1797,Pandi Ramaswamy,500,2026-08-12 11:00,NEFT,
T00348,XXXX7043,Anand Rao,XXXX6916,Dinesh Verma,10000,2026-08-13 19:00,IMPS,
T00349,XXXX7043,Anand Rao,XXXX4144,Pandi Pillai,500,2026-08-14 10:00,UPI,
T00350,XXXX4249,Naveen Bose,XXXX1475,Senthil Ramaswamy,10000,2026-08-02 14:00,NEFT,
T00351,XXXX4249,Naveen Bose,XXXX5837,Nithin Pillai,500,2026-08-03 10:00,UPI,
T00352,XXXX4249,Naveen Bose,XXXX4271,Devan Menon,1200,2026-08-05 10:00,UPI,
T00353,XXXX4249,Naveen Bose,XXXX2958,Gopal Krishnan,4000,2026-08-09 20:00,NEFT,
T00354,XXXX4249,Naveen Bose,XXXX2958,Gopal Krishnan,7500,2026-08-11 13:00,IMPS,
T00355,XXXX4249,Naveen Bose,XXXX2958,Gopal Krishnan,10000,2026-08-13 15:00,NEFT,
T00356,XXXX4249,Naveen Bose,XXXX2958,Gopal Krishnan,500,2026-08-14 18:00,IMPS,
T00357,XXXX2129,Karthik Das,XXXX2122,Suresh Balakrishnan,500,2026-08-01 10:00,NEFT,
T00358,XXXX2129,Karthik Das,XXXX9346,Kannan Singh,500,2026-08-02 16:00,NEFT,
T00359,XXXX2129,Karthik Das,XXXX9346,Kannan Singh,500,2026-08-03 16:00,IMPS,
T00360,XXXX2129,Karthik Das,XXXX5728,Ravi Shetty,2500,2026-08-06 19:00,IMPS,
T00361,XXXX2129,Karthik Das,XXXX1228,Rajesh Gowda,2500,2026-08-07 16:00,NEFT,
T00362,XXXX2129,Karthik Das,XXXX2773,Pandi Sharma,4000,2026-08-08 11:00,NEFT,
T00363,XXXX2129,Karthik Das,XXXX5728,Ravi Shetty,10000,2026-08-09 12:00,UPI,
T00364,XXXX2129,Karthik Das,XXXX1228,Rajesh Gowda,2500,2026-08-11 17:00,NEFT,
T00365,XXXX9548,Bharath Pandian,XXXX9502,Harish Pillai,1200,2026-08-01 20:00,UPI,
T00366,XXXX9548,Bharath Pandian,XXXX1992,Ilango Krishnan,4000,2026-08-03 09:00,UPI,
T00367,XXXX9548,Bharath Pandian,XXXX6892,Omkar Rao,500,2026-08-05 12:00,IMPS,
T00368,XXXX9548,Bharath Pandian,XXXX9502,Harish Pillai,1200,2026-08-07 20:00,NEFT,
T00369,XXXX9548,Bharath Pandian,XXXX9502,Harish Pillai,500,2026-08-08 13:00,IMPS,
T00370,XXXX9548,Bharath Pandian,XXXX6892,Omkar Rao,500,2026-08-09 19:00,NEFT,
T00371,XXXX9548,Bharath Pandian,XXXX1992,Ilango Krishnan,1200,2026-08-10 20:00,NEFT,
T00372,XXXX9548,Bharath Pandian,XXXX8532,Prakash Patel,1200,2026-08-12 18:00,NEFT,
T00373,XXXX9548,Bharath Pandian,XXXX1992,Ilango Krishnan,10000,2026-08-14 16:00,NEFT,
T00374,XXXX8385,Kishore Pillai,XXXX7252,Vijay Patel,7500,2026-08-01 16:00,NEFT,
T00375,XXXX8385,Kishore Pillai,XXXX1797,Pandi Ramaswamy,10000,2026-08-02 11:00,NEFT,
T00376,XXXX8385,Kishore Pillai,XXXX1797,Pandi Ramaswamy,7500,2026-08-03 09:00,UPI,
T00377,XXXX8385,Kishore Pillai,XXXX7252,Vijay Patel,7500,2026-08-05 19:00,NEFT,
T00378,XXXX8385,Kishore Pillai,XXXX1797,Pandi Ramaswamy,7500,2026-08-06 14:00,IMPS,
T00379,XXXX8385,Kishore Pillai,XXXX7252,Vijay Patel,4000,2026-08-07 17:00,UPI,
T00380,XXXX8385,Kishore Pillai,XXXX1762,Aravind Gowda,2500,2026-08-10 10:00,IMPS,
T00381,XXXX8385,Kishore Pillai,XXXX1762,Aravind Gowda,2500,2026-08-11 10:00,UPI,
T00382,XXXX8385,Kishore Pillai,XXXX1152,Kumar Achari,2500,2026-08-12 14:00,NEFT,
T00383,XXXX8385,Kishore Pillai,XXXX1762,Aravind Gowda,4000,2026-08-14 17:00,UPI,
T00384,XXXX6813,Anand Ramaswamy,XXXX7818,Karthik Mohan,500,2026-08-01 20:00,NEFT,
T00385,XXXX6813,Anand Ramaswamy,XXXX7818,Karthik Mohan,2500,2026-08-02 16:00,IMPS,
T00386,XXXX6813,Anand Ramaswamy,XXXX3419,Rajesh Gupta,500,2026-08-03 12:00,UPI,
T00387,XXXX6813,Anand Ramaswamy,XXXX4974,Sabari Das,500,2026-08-04 12:00,UPI,
T00388,XXXX6813,Anand Ramaswamy,XXXX4974,Sabari Das,4000,2026-08-05 18:00,IMPS,
T00389,XXXX6813,Anand Ramaswamy,XXXX7818,Karthik Mohan,7500,2026-08-07 20:00,NEFT,
T00390,XXXX6813,Anand Ramaswamy,XXXX8532,Prakash Patel,500,2026-08-09 12:00,IMPS,
T00391,XXXX6813,Anand Ramaswamy,XXXX7818,Karthik Mohan,2500,2026-08-12 11:00,UPI,
T00392,XXXX6813,Anand Ramaswamy,XXXX7818,Karthik Mohan,10000,2026-08-13 19:00,UPI,
T00393,XXXX6813,Anand Ramaswamy,XXXX8778,Unknown / Unlinked,150000,2026-08-08 22:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00394,XXXX4937,Sathish Gupta,XXXX3068,Jagan Sundaram,7500,2026-08-02 11:00,UPI,
T00395,XXXX4937,Sathish Gupta,XXXX7224,Sathish Menon,4000,2026-08-04 12:00,NEFT,
T00396,XXXX4937,Sathish Gupta,XXXX3068,Jagan Sundaram,7500,2026-08-09 10:00,NEFT,
T00397,XXXX4937,Sathish Gupta,XXXX3068,Jagan Sundaram,1200,2026-08-10 14:00,UPI,
T00398,XXXX4937,Sathish Gupta,XXXX4833,Ashok Nair,500,2026-08-12 18:00,IMPS,
T00399,XXXX9698,Nithin Raj,XXXX9609,Ashok Krishnan,500,2026-08-01 12:00,NEFT,
T00400,XXXX9698,Nithin Raj,XXXX6539,Pandi Natarajan,500,2026-08-02 11:00,NEFT,
T00401,XXXX9698,Nithin Raj,XXXX4115,Rahul Venkatesh,2500,2026-08-05 14:00,IMPS,
T00402,XXXX9698,Nithin Raj,XXXX5835,Rajesh Krishnan,4000,2026-08-07 16:00,UPI,
T00403,XXXX9698,Nithin Raj,XXXX4115,Rahul Venkatesh,7500,2026-08-10 11:00,UPI,
T00404,XXXX9698,Nithin Raj,XXXX9609,Ashok Krishnan,4000,2026-08-12 14:00,NEFT,
T00405,XXXX9698,Nithin Raj,XXXX9609,Ashok Krishnan,4000,2026-08-14 10:00,UPI,
T00406,XXXX2958,Gopal Krishnan,XXXX7818,Karthik Mohan,500,2026-08-01 10:00,NEFT,
T00407,XXXX2958,Gopal Krishnan,XXXX6421,Kumar Shetty,7500,2026-08-02 15:00,IMPS,
T00408,XXXX2958,Gopal Krishnan,XXXX8385,Kishore Pillai,2500,2026-08-06 09:00,NEFT,
T00409,XXXX2958,Gopal Krishnan,XXXX3068,Jagan Sundaram,2500,2026-08-07 19:00,NEFT,
T00410,XXXX2958,Gopal Krishnan,XXXX3068,Jagan Sundaram,500,2026-08-13 16:00,UPI,
T00411,XXXX2958,Gopal Krishnan,XXXX7818,Karthik Mohan,4000,2026-08-14 09:00,NEFT,
T00412,XXXX5853,Rajesh Chandran,XXXX4271,Devan Menon,4000,2026-08-02 12:00,IMPS,
T00413,XXXX5853,Rajesh Chandran,XXXX9782,Thiru Verma,500,2026-08-06 11:00,UPI,
T00414,XXXX5853,Rajesh Chandran,XXXX4271,Devan Menon,1200,2026-08-09 12:00,IMPS,
T00415,XXXX5853,Rajesh Chandran,XXXX9782,Thiru Verma,2500,2026-08-12 20:00,NEFT,
T00416,XXXX5853,Rajesh Chandran,XXXX9782,Thiru Verma,2500,2026-08-13 17:00,IMPS,
T00417,XXXX9042,Vijay Singh,XXXX7951,Jagan Pillai,1200,2026-08-02 19:00,UPI,
T00418,XXXX9042,Vijay Singh,XXXX7951,Jagan Pillai,500,2026-08-03 20:00,UPI,
T00419,XXXX9042,Vijay Singh,XXXX7951,Jagan Pillai,2500,2026-08-05 20:00,NEFT,
T00420,XXXX9042,Vijay Singh,XXXX7951,Jagan Pillai,500,2026-08-07 09:00,NEFT,
T00421,XXXX9042,Vijay Singh,XXXX6085,Jagan Gupta,10000,2026-08-08 16:00,IMPS,
T00422,XXXX9042,Vijay Singh,XXXX7951,Jagan Pillai,10000,2026-08-09 19:00,NEFT,
T00423,XXXX9042,Vijay Singh,XXXX7951,Jagan Pillai,7500,2026-08-10 17:00,NEFT,
T00424,XXXX9042,Vijay Singh,XXXX7951,Jagan Pillai,10000,2026-08-12 18:00,IMPS,
T00425,XXXX9042,Vijay Singh,XXXX1102,Unknown / Unlinked,500000,2026-08-03 19:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00426,XXXX2869,Manoj Gowda,XXXX6213,Eswar Ramaswamy,2500,2026-08-02 14:00,IMPS,
T00427,XXXX2869,Manoj Gowda,XXXX7224,Sathish Menon,7500,2026-08-04 12:00,IMPS,
T00428,XXXX2869,Manoj Gowda,XXXX1475,Senthil Ramaswamy,10000,2026-08-05 19:00,NEFT,
T00429,XXXX2869,Manoj Gowda,XXXX1475,Senthil Ramaswamy,7500,2026-08-08 18:00,IMPS,
T00430,XXXX2869,Manoj Gowda,XXXX7224,Sathish Menon,4000,2026-08-11 18:00,NEFT,
T00431,XXXX2869,Manoj Gowda,XXXX3308,Unknown / Unlinked,200000,2026-08-04 18:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00432,XXXX7818,Karthik Mohan,XXXX1832,Manoj Balakrishnan,10000,2026-08-04 14:00,IMPS,
T00433,XXXX7818,Karthik Mohan,XXXX6224,Anand Balakrishnan,1200,2026-08-06 18:00,UPI,
T00434,XXXX7818,Karthik Mohan,XXXX1832,Manoj Balakrishnan,4000,2026-08-07 10:00,IMPS,
T00435,XXXX7818,Karthik Mohan,XXXX1832,Manoj Balakrishnan,4000,2026-08-08 12:00,IMPS,
T00436,XXXX7818,Karthik Mohan,XXXX1832,Manoj Balakrishnan,500,2026-08-11 15:00,NEFT,
T00437,XXXX7818,Karthik Mohan,XXXX1832,Manoj Balakrishnan,7500,2026-08-13 18:00,IMPS,
T00438,XXXX7818,Karthik Mohan,XXXX1832,Manoj Balakrishnan,4000,2026-08-14 18:00,NEFT,
T00439,XXXX7818,Karthik Mohan,XXXX2419,Unknown / Unlinked,150000,2026-08-08 18:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00440,XXXX7818,Karthik Mohan,XXXX2419,Unknown / Unlinked,750000,2026-08-08 19:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00441,XXXX7818,Karthik Mohan,XXXX2419,Unknown / Unlinked,150000,2026-08-08 20:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00442,XXXX2625,Harish Bose,XXXX9698,Nithin Raj,4000,2026-08-02 15:00,NEFT,
T00443,XXXX2625,Harish Bose,XXXX4833,Ashok Nair,10000,2026-08-08 09:00,NEFT,
T00444,XXXX2625,Harish Bose,XXXX8267,Vijay Bose,7500,2026-08-09 10:00,UPI,
T00445,XXXX2625,Harish Bose,XXXX4833,Ashok Nair,500,2026-08-14 19:00,UPI,
T00446,XXXX8381,Sabari Rao,XXXX2713,Kishore Subramaniam,7500,2026-08-02 09:00,IMPS,
T00447,XXXX8381,Sabari Rao,XXXX8161,Farook Menon,500,2026-08-04 18:00,UPI,
T00448,XXXX8381,Sabari Rao,XXXX8161,Farook Menon,7500,2026-08-06 18:00,UPI,
T00449,XXXX8381,Sabari Rao,XXXX7043,Anand Rao,2500,2026-08-08 12:00,NEFT,
T00450,XXXX8381,Sabari Rao,XXXX2713,Kishore Subramaniam,7500,2026-08-10 18:00,IMPS,
T00451,XXXX8381,Sabari Rao,XXXX7043,Anand Rao,7500,2026-08-11 13:00,UPI,
T00452,XXXX8381,Sabari Rao,XXXX7043,Anand Rao,1200,2026-08-12 19:00,NEFT,
T00453,XXXX8381,Sabari Rao,XXXX2713,Kishore Subramaniam,2500,2026-08-13 18:00,UPI,
T00454,XXXX8381,Sabari Rao,XXXX2713,Kishore Subramaniam,4000,2026-08-14 10:00,NEFT,
T00455,XXXX8381,Sabari Rao,XXXX9942,Unknown / Unlinked,750000,2026-08-08 19:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00456,XXXX8381,Sabari Rao,XXXX9942,Unknown / Unlinked,750000,2026-08-08 20:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00457,XXXX7965,Nithin Bose,XXXX6763,Devan Subramaniam,1200,2026-08-01 09:00,UPI,
T00458,XXXX7965,Nithin Bose,XXXX9882,Eswar Pandian,7500,2026-08-02 14:00,UPI,
T00459,XXXX7965,Nithin Bose,XXXX2773,Pandi Sharma,7500,2026-08-05 14:00,IMPS,
T00460,XXXX7965,Nithin Bose,XXXX2832,Deepak Pandian,10000,2026-08-06 10:00,NEFT,
T00461,XXXX7965,Nithin Bose,XXXX2773,Pandi Sharma,10000,2026-08-07 14:00,UPI,
T00462,XXXX7965,Nithin Bose,XXXX2773,Pandi Sharma,500,2026-08-08 18:00,NEFT,
T00463,XXXX7965,Nithin Bose,XXXX9882,Eswar Pandian,500,2026-08-09 14:00,UPI,
T00464,XXXX7965,Nithin Bose,XXXX2832,Deepak Pandian,1200,2026-08-10 13:00,UPI,
T00465,XXXX7965,Nithin Bose,XXXX2832,Deepak Pandian,1200,2026-08-11 10:00,UPI,
T00466,XXXX7965,Nithin Bose,XXXX2832,Deepak Pandian,4000,2026-08-12 10:00,UPI,
T00467,XXXX3037,Sanjay Chandran,XXXX8905,Eswar Krishnan,4000,2026-08-01 11:00,UPI,
T00468,XXXX3037,Sanjay Chandran,XXXX7135,Gopal Natarajan,7500,2026-08-02 12:00,NEFT,
T00469,XXXX3037,Sanjay Chandran,XXXX1090,Anand Raj,4000,2026-08-03 18:00,IMPS,
T00470,XXXX3037,Sanjay Chandran,XXXX9609,Ashok Krishnan,1200,2026-08-04 17:00,NEFT,
T00471,XXXX3037,Sanjay Chandran,XXXX8905,Eswar Krishnan,1200,2026-08-05 18:00,NEFT,
T00472,XXXX3037,Sanjay Chandran,XXXX9609,Ashok Krishnan,10000,2026-08-06 11:00,NEFT,
T00473,XXXX3037,Sanjay Chandran,XXXX9609,Ashok Krishnan,4000,2026-08-08 18:00,UPI,
T00474,XXXX3037,Sanjay Chandran,XXXX9609,Ashok Krishnan,1200,2026-08-09 16:00,UPI,
T00475,XXXX3037,Sanjay Chandran,XXXX7475,Sabari Murthy,10000,2026-08-11 19:00,UPI,
T00476,XXXX6280,Kannan Natarajan,XXXX3419,Rajesh Gupta,1200,2026-08-04 19:00,IMPS,
T00477,XXXX6280,Kannan Natarajan,XXXX6188,Pandi Patel,7500,2026-08-06 20:00,NEFT,
T00478,XXXX6280,Kannan Natarajan,XXXX6188,Pandi Patel,7500,2026-08-08 09:00,IMPS,
T00479,XXXX6280,Kannan Natarajan,XXXX6188,Pandi Patel,10000,2026-08-10 11:00,IMPS,
T00480,XXXX6280,Kannan Natarajan,XXXX9180,Rahul Pillai,4000,2026-08-12 11:00,NEFT,
T00481,XXXX6280,Kannan Natarajan,XXXX2821,Arjun Natarajan,4000,2026-08-14 19:00,IMPS,
T00482,XXXX6280,Kannan Natarajan,XXXX9216,Unknown / Unlinked,750000,2026-08-11 22:00,IMPS,SUSPICIOUS_LARGE_TRANSFER
T00483,XXXX9502,Harish Pillai,XXXX2381,Siva Achari,1200,2026-08-02 17:00,NEFT,
T00484,XXXX9502,Harish Pillai,XXXX2381,Siva Achari,10000,2026-08-03 14:00,UPI,
T00485,XXXX9502,Harish Pillai,XXXX6461,Thiru Gupta,500,2026-08-04 15:00,NEFT,
T00486,XXXX9502,Harish Pillai,XXXX2381,Siva Achari,1200,2026-08-05 17:00,NEFT,
T00487,XXXX9502,Harish Pillai,XXXX2381,Siva Achari,4000,2026-08-06 15:00,UPI,
T00488,XXXX9502,Harish Pillai,XXXX7965,Nithin Bose,2500,2026-08-10 15:00,NEFT,
T00489,XXXX9502,Harish Pillai,XXXX7172,Ganesh Menon,7500,2026-08-11 14:00,UPI,
T00490,XXXX9502,Harish Pillai,XXXX2381,Siva Achari,500,2026-08-13 16:00,NEFT,
